Giocatore,Squadra,Squadra entro i parametri stabiliti,Posizione,Età,Valore di mercato (Transfermarkt),Scadenza contratto,Partite disputate,Minuti giocati,Goal,xG,Assist,xA,Paese di nascita,Passaporto,Piede,Altezza,Peso,In prestito,Azione difensive riuscite/90,Duelli difensivi/90,"Duelli difensivi vinti, %",Duelli aerei/90,"Duelli aerei vinti, %",Contrasti/90,Possesso riconquistato dopo tackle scivolato,Tiri intercettati/90,Palle intercettate/90,Possesso riconquistato dopo intercetto,Falli/90,Cartellini gialli,Cartellini gialli/90,Cartellini rossi,Cartellini rossi/90,Azioni offensive riuscite/90,Goal/90,Goal (esclusi rigori),Goal esclusi rigori/90,xG/90,Goal di testa,Goal di testa/90,Tiri,Tiri/90,"Tiri in porta, %","Realizzazione, %",Assist/90,Cross/90,"Precisione cross, %",Cross dalla fascia sinistra/90,"Cross precisi da sinistra, %",Cross dalla fascia destra/90,"Cross precisi da destra, %",Cross verso l'area piccola/90,Dribbling/90,"Dribbling riusciti, %",Duelli offensivi/90,"Duelli offensivi vinti, %",Tocchi in area/90,Allunghi/90,Accelerazioni/90,Passaggi ricevuti/90,Lanci lunghi ricevuti/90,Falli subiti/90,Passaggi/90,"Precisione passaggi, %",Passaggi in avanti/90,"Precisione passaggi in avanti, %",Retropassaggi/90,"Precisione retropassaggi, %",Passaggi laterali/90,"Precisione passaggi laterali, %",Passaggi corti / medi /90,"Precisione passaggi corti / medi, %",Passaggi lunghi/90,"Precisione lanci lunghi, %","Lunghezza media passaggi, m","Lunghezza media passaggi lunghi, m",xA/90,Assist/90.1,Second assist/90,Third assist/90,Passaggi smarcanti/90,"Precisione passaggi smarcanti, %",Passaggi chiave/90,Passaggi nella trequarti/90,"Precisione passaggi verso la trequarti, %",Passaggi verso l'area di rigore/90,"Precisione passaggi verso l'area di rigore, %",Passaggi filtranti/90,"Precisione passaggi filtranti, %",Attacco in profondità/90,Cross dalla trequarti/90,Passaggi progressivi/90,"Precisione passaggi progressivi, %",Retropassaggi ricevuti dal portiere/90 
V. Mantovani,Bari,Bari,LCB,28,400000,2027-06-30,10,989,1,1.33,0,0.18,Italy,Italy,destro,184,75,si,7.46,5.28,62.07,4.0,61.36,0.36,0.48,0.55,3.82,5.06,1.37,4,0.36,0,0.0,1.0,0.09,1,0.09,0.12,0,0.0,8,0.73,62.5,12.5,0.0,1.09,50.0,0.82,55.56,0.27,33.33,0.0,0.18,0.0,1.27,35.71,1.0,1.27,0.18,27.3,1.46,0.64,36.58,85.32,16.29,77.09,3.64,92.5,12.01,93.94,31.03,92.08,4.46,46.94,20.0,34.17,0.02,0.18,0.0,0.0,0.09,0.0,0.09,4.37,58.33,1.0,72.73,0.27,0.0,0.18,0.55,6.46,70.42,1.64
G. Manzari,Bari,Bari,"AMF, RCMF, RWF",24,300000,2027-06-30,7,291,0,0.76,0,0.61,Italy,Italy,sinistro,178,72,no,4.95,6.19,45.0,2.47,75.0,0.31,0.54,0.0,1.86,3.21,2.16,1,0.31,0,0.0,4.02,0.0,0,0.0,0.23,0,0.0,12,3.71,33.33,0.0,0.0,2.16,42.86,0.0,0.0,2.16,42.86,0.0,2.16,71.43,8.97,34.48,4.02,1.24,0.62,16.39,1.55,1.86,21.65,78.57,5.26,70.59,4.64,73.33,7.11,82.61,19.18,82.26,0.31,100.0,17.59,2.26,0.19,1.55,0.0,0.0,0.31,100.0,0.31,2.16,71.43,2.47,50.0,0.31,100.0,1.55,0.62,2.78,77.78,0.0
R. Marchizza,Frosinone,Frosinone,"LB, LCB, LWB",26,2500000,2026-06-30,13,1273,1,1.39,2,2.12,Italy,Italy,sinistro,185,80,no,3.46,3.04,58.14,2.47,54.29,0.0,0.0,0.14,1.7,2.23,0.64,3,0.21,0,0.0,1.98,0.07,1,0.07,0.1,0,0.0,16,1.13,37.5,6.25,0.14,2.76,43.59,2.62,45.95,0.0,0.0,0.35,0.57,62.5,1.06,60.0,1.63,0.78,0.07,23.26,0.92,0.78,28.92,78.97,13.36,77.78,2.83,92.5,9.19,79.23,21.49,89.47,4.88,49.28,21.45,35.4,0.15,1.06,0.0,0.0,0.0,0.0,0.07,5.94,79.76,2.33,51.52,0.14,50.0,0.42,1.2,7.35,82.69,0.21
M. Marin,Pisa,Pisa,"LCMF, RCMF",26,1600000,2025-06-30,13,1164,1,0.82,1,1.29,Romania,Romania,destro,180,69,no,10.98,7.81,67.33,1.93,48.0,0.7,0.84,0.15,5.03,6.07,1.78,5,0.39,0,0.0,1.39,0.08,1,0.08,0.06,0,0.0,11,0.85,27.27,9.091,0.08,1.16,26.67,0.62,25.0,0.54,28.57,0.08,1.08,64.29,2.86,62.16,0.23,0.85,0.15,25.82,0.0,1.86,40.52,85.88,12.6,75.46,6.65,95.35,15.54,92.04,34.33,91.22,5.1,62.12,19.68,29.64,0.1,0.93,0.0,0.08,0.15,100.0,0.39,5.57,77.78,2.78,44.44,0.62,25.0,1.08,0.39,6.11,75.95,0.77
M. Marras,Reggiana,Reggiana,"RWB, RW, RCMF",31,400000,2026-06-30,7,462,0,0.26,1,0.13,Italy,Italy,sinistro,168,63,no,8.38,6.04,61.29,0.58,33.33,1.36,1.67,0.19,3.31,4.05,0.97,3,0.58,0,0.0,1.36,0.0,0,0.0,0.05,0,0.0,3,0.58,0.0,0.0,0.19,1.75,22.22,0.0,0.0,1.75,22.22,0.39,2.92,26.67,6.43,39.39,1.56,2.73,0.78,20.45,1.36,1.17,31.36,70.81,12.47,59.38,4.68,91.67,8.77,77.78,24.94,82.81,4.68,25.0,18.53,29.0,0.02,0.39,0.0,0.0,0.58,33.33,0.58,3.9,60.0,2.92,26.67,0.97,20.0,0.58,0.39,6.43,57.58,0.39
J. Martini,Südtirol,Südtirol,"LCMF, RCMF, AMF",19,200000,2027-06-30,6,146,0,0.0,0,0.4,Italy,Italy,destro,184,77,no,8.63,9.25,60.0,4.32,71.43,0.0,0.0,0.0,3.08,5.36,4.93,2,1.23,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.62,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.62,0.0,0.0,0.62,0.0,1.85,0.0,0.0,0.62,0.0,31.44,1.23,0.0,39.45,85.94,11.71,68.42,8.01,100.0,15.41,92.0,35.14,89.47,3.7,66.67,18.59,16.63,0.24,0.62,0.62,0.0,0.0,0.0,0.62,8.01,69.23,2.47,75.0,1.23,100.0,1.85,0.0,7.4,83.33,0.62
P. Martino,Cosenza,Cosenza,RCB,27,350000,2025-06-30,5,248,0,0.03,0,0.0,Italy,Italy,destro,178,75,no,7.98,6.53,72.22,5.08,57.14,0.0,0.0,0.36,3.27,4.66,1.45,1,0.36,0,0.0,1.09,0.0,0,0.0,0.01,0,0.0,1,0.36,0.0,0.0,0.0,0.36,100.0,0.0,0.0,0.36,100.0,0.0,1.45,50.0,3.27,55.56,0.36,0.36,0.73,24.68,0.0,1.81,37.74,76.92,12.7,45.71,4.35,91.67,16.69,91.3,28.67,86.08,8.71,45.83,30.48,30.87,0.0,0.0,0.0,0.0,0.0,0.0,0.36,6.53,50.0,0.73,50.0,1.09,33.33,0.0,0.36,7.26,60.0,2.9
E. Masciangelo,Cittadella,Cittadella,"LB, LWB",28,275000,2025-06-30,12,955,0,0.06,0,1.18,Italy,Italy,sinistro,177,70,no,9.05,7.26,58.44,1.32,21.43,0.19,0.23,0.47,4.62,5.74,1.41,2,0.19,0,0.0,3.11,0.0,0,0.0,0.01,0,0.0,6,0.57,0.0,0.0,0.0,5.37,29.82,5.18,27.27,0.19,100.0,0.57,3.11,48.48,5.84,40.32,0.38,1.98,0.19,25.07,2.17,1.23,36.66,73.01,14.42,71.24,6.03,93.75,11.03,64.96,26.1,85.56,5.28,55.36,21.86,29.32,0.11,1.04,0.0,0.09,0.0,0.0,0.47,5.28,60.71,5.47,41.38,0.19,50.0,1.04,1.7,10.46,74.77,0.28
A. Masiello,Südtirol,Südtirol,"LCB, CB",38,200000,2025-06-30,8,783,0,0.26,1,0.65,Italy,Italy,destro,185,85,no,8.05,3.91,67.65,1.84,68.75,0.0,0.0,0.57,5.4,7.12,0.69,3,0.34,0,0.0,1.38,0.0,0,0.0,0.03,0,0.0,3,0.34,66.67,0.0,0.11,1.49,38.46,1.38,33.33,0.0,0.0,0.23,0.46,50.0,1.26,54.55,0.34,0.69,0.0,41.95,1.38,0.34,59.2,85.63,30.11,82.44,5.17,95.56,18.05,89.81,46.67,92.86,11.03,61.46,21.88,37.31,0.07,0.57,0.0,0.11,0.34,100.0,0.34,10.46,74.73,3.22,67.86,0.92,75.0,1.26,0.57,15.29,81.95,2.99
A. Matějů,Spezia,Spezia,"RCB, CB, RWB",28,1000000,2025-06-30,12,1177,0,0.31,1,0.32,Czech Republic,Czech Republic,destro,185,84,no,7.49,5.43,59.15,3.36,63.64,0.08,0.1,0.31,4.21,5.56,1.38,1,0.08,0,0.0,0.38,0.0,0,0.0,0.02,0,0.0,2,0.15,0.0,0.0,0.08,0.69,22.22,0.0,0.0,0.69,22.22,0.08,0.54,42.86,1.84,45.83,0.46,0.76,0.15,19.42,0.54,0.76,32.57,83.57,13.38,73.71,2.37,93.55,12.69,91.57,26.61,88.22,5.28,68.12,19.0,30.6,0.02,0.23,0.0,0.0,0.0,0.0,0.23,3.44,73.33,0.61,50.0,0.08,0.0,0.31,0.31,6.58,75.58,0.61
J. Mauri,Cosenza,Cosenza,"RCMF, LWB, DMF",28,500000,2025-06-30,8,237,0,0.06,0,0.04,Argentina,"Argentina, Italy",destro,169,63,no,8.35,5.7,73.33,1.9,20.0,0.38,0.64,0.38,3.8,6.38,2.28,2,0.76,0,0.0,0.38,0.0,0,0.0,0.02,0,0.0,2,0.76,0.0,0.0,0.0,0.38,100.0,0.0,0.0,0.38,100.0,0.0,0.76,0.0,2.66,28.57,0.38,1.14,0.0,27.34,0.76,0.76,41.01,87.96,15.95,83.33,6.46,94.12,13.67,97.22,36.84,91.75,3.8,50.0,19.37,21.43,0.02,0.38,0.0,0.0,0.0,0.0,0.0,10.63,82.14,1.14,66.67,0.0,0.0,0.38,0.38,10.25,81.48,0.0
S. Mazzocchi,Cosenza,Cosenza,"CF, RWF",26,600000,2025-06-30,13,795,1,2.26,0,0.71,Italy,Italy,destro,178,70,no,2.83,2.26,40.0,3.96,25.71,0.0,0.0,0.11,1.92,2.82,0.91,2,0.23,0,0.0,1.7,0.11,0,0.0,0.26,0,0.0,17,1.92,29.41,5.882,0.0,0.91,50.0,0.34,33.33,0.57,60.0,0.0,1.13,60.0,7.7,23.53,2.04,0.23,0.11,10.3,1.58,0.68,14.83,80.92,3.74,69.7,3.85,94.12,3.51,87.1,13.58,82.5,0.34,100.0,16.03,3.98,0.08,0.79,0.0,0.0,0.0,0.0,0.11,1.36,75.0,1.47,69.23,0.0,0.0,0.57,0.34,2.26,85.0,0.0
Pedro Obiang,Sassuolo,Sassuolo,"DMF, RDMF",32,500000,2025-06-30,13,609,0,0.83,0,0.12,Spain,"Spain, Equatorial Guinea",destro,185,75,no,11.67,7.98,66.67,3.1,52.38,0.44,0.53,0.59,5.91,7.02,1.63,1,0.15,0,0.0,0.15,0.0,0,0.0,0.12,0,0.0,4,0.59,25.0,0.0,0.0,0.3,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,3.25,36.36,0.74,0.59,0.0,34.43,0.15,0.3,49.36,88.92,17.0,80.0,4.58,100.0,17.29,93.16,43.74,92.91,5.32,61.11,16.86,27.3,0.02,0.3,0.3,0.0,0.0,0.0,0.0,10.05,76.47,0.3,50.0,0.44,33.33,0.44,0.0,7.68,86.54,0.44
M. Sarr,Spezia,Spezia,GK,27,300000,2026-06-30,4,392,0,0.0,0,0.0,Senegal,"Senegal, Italy",destro,187,78,si,0.69,0.0,0.0,0.46,100.0,0.0,0.0,0.0,0.69,1.02,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41,0.0,0.23,14.23,85.48,9.18,80.0,0.0,0.0,4.82,95.24,6.89,96.67,7.35,75.0,34.26,47.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,81.82,0.23,0.0,0.23,0.0,0.0,0.0,6.2,85.19,0.0
M. Meli,Juve Stabia,Juve Stabia,"AMF, LCMF",24,150000,2026-06-30,9,173,0,0.21,0,0.06,Italy,Italy,destro,185,78,no,7.8,7.28,42.86,4.16,12.5,0.0,0.0,0.52,4.68,7.71,3.64,2,1.04,0,0.0,1.04,0.0,0,0.0,0.11,0,0.0,1,0.52,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.0,2.08,50.0,9.36,27.78,2.08,2.6,0.0,9.88,0.52,1.04,21.33,78.05,6.76,84.62,5.72,81.82,5.2,80.0,19.77,84.21,1.04,0.0,12.99,4.65,0.03,0.52,0.0,0.52,0.0,0.0,0.0,2.08,100.0,1.04,50.0,0.0,0.0,2.08,0.0,4.68,44.44,0.0
L. Mendicino,Cesena,Cesena,"DMF, RCMF",18,0,,4,202,0,0.0,0,0.0,Italy,Italy,destro,182,73,si,7.13,6.24,50.0,1.78,0.0,0.89,1.28,0.0,3.12,4.47,1.34,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,24.5,0.0,0.0,36.09,92.59,10.69,75.0,3.12,100.0,16.93,100.0,33.42,97.33,2.67,33.33,16.51,27.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,80.0,0.45,100.0,0.45,100.0,0.45,0.0,3.56,62.5,0.45
D. Mensah,Mantova,Mantova,CF,33,200000,2026-06-30,10,611,0,1.17,1,0.2,Italy,"Italy, Ghana",destro,186,79,no,2.21,1.91,53.85,2.06,35.71,0.15,0.28,0.0,1.03,1.94,1.91,2,0.29,0,0.0,4.12,0.0,0,0.0,0.17,0,0.0,7,1.03,28.57,0.0,0.15,1.47,30.0,0.29,50.0,1.18,25.0,0.15,4.27,79.31,18.71,37.01,3.54,1.62,0.29,7.95,1.47,3.98,18.56,83.33,3.39,86.96,4.86,84.85,5.45,83.78,16.94,87.83,0.15,100.0,13.04,2.13,0.03,0.74,0.0,0.0,0.0,0.0,0.29,1.33,100.0,0.88,33.33,0.0,0.0,1.33,0.29,1.62,81.82,0.0
S. Merkaj,Südtirol,Südtirol,"CF, RW",26,600000,2026-06-30,12,496,0,1.62,2,0.6,Albania,"Albania, Italy",destro,188,82,no,4.17,4.9,62.96,8.71,35.42,0.0,0.0,0.0,1.09,1.36,2.0,2,0.36,0,0.0,1.27,0.0,0,0.0,0.29,0,0.0,9,1.63,33.33,0.0,0.36,0.73,0.0,0.36,0.0,0.36,0.0,0.0,2.72,26.67,11.61,25.0,3.81,1.27,0.0,8.17,3.63,1.45,11.79,75.38,1.63,44.44,4.9,85.19,2.0,90.91,10.89,80.0,0.18,100.0,20.59,3.49,0.11,1.27,0.0,0.0,0.0,0.0,0.91,0.54,66.67,0.18,0.0,0.0,0.0,0.73,0.0,0.73,75.0,0.0
A. Meroni,Reggiana,Reggiana,RCB,27,600000,2026-06-30,13,1267,0,0.34,0,0.2,Italy,Italy,destro,188,84,no,8.38,5.11,69.44,5.19,61.64,0.14,0.18,0.57,4.69,5.89,0.92,2,0.14,0,0.0,0.28,0.0,0,0.0,0.02,0,0.0,3,0.21,0.0,0.0,0.0,0.36,60.0,0.0,0.0,0.36,60.0,0.0,0.07,100.0,1.35,52.63,0.28,1.14,0.21,30.76,0.57,0.36,43.19,87.34,20.03,79.08,2.34,100.0,16.12,94.71,38.15,92.36,4.69,48.48,20.62,36.71,0.01,0.28,0.0,0.0,0.0,0.0,0.07,4.4,72.58,0.78,63.64,0.14,0.0,0.28,0.21,8.52,63.33,1.99
M. Meulensteen,Sampdoria,Sampdoria,DMF,25,900000,2027-06-30,7,545,2,0.54,0,0.05,Netherlands,"Netherlands, England",destro,185,76,no,10.4,4.46,70.37,3.3,40.0,0.33,0.42,0.99,6.94,8.87,0.66,0,0.0,0,0.0,1.16,0.33,2,0.33,0.09,1,0.17,5,0.83,60.0,40.0,0.0,0.66,0.0,0.33,0.0,0.33,0.0,0.0,1.16,57.14,3.14,47.37,0.5,0.5,0.0,32.04,0.0,0.99,45.41,88.36,15.85,80.21,5.28,96.88,18.66,91.15,39.8,92.95,4.95,63.33,19.39,32.3,0.01,0.5,0.0,0.0,0.17,0.0,0.0,10.73,84.62,1.32,50.0,0.17,100.0,0.66,0.0,9.08,78.18,0.5
A. Micai,Cosenza,Cosenza,GK,31,500000,2026-06-30,13,1291,0,0.0,0,0.0,Italy,Italy,destro,186,77,no,1.39,0.0,0.0,0.56,100.0,0.0,0.0,0.0,1.39,2.1,0.0,1,0.07,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,100.0,0.0,0.0,0.0,13.45,0.0,0.21,22.87,84.15,12.55,75.0,0.0,0.0,10.04,95.14,13.04,98.93,9.83,64.54,34.72,49.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,62.5,0.28,25.0,0.21,33.33,0.0,0.0,6.76,80.41,0.0
J. Mlakar,Pisa,Pisa,"RW, CF, AMF",26,2500000,2026-06-30,7,207,0,0.18,0,0.01,Slovenia,Slovenia,destro,183,78,no,4.35,3.48,50.0,6.96,31.25,0.0,0.0,0.0,2.61,3.1,0.87,0,0.0,0,0.0,2.61,0.0,0,0.0,0.08,0,0.0,3,1.3,33.33,0.0,0.0,0.87,50.0,0.0,0.0,0.87,50.0,0.43,2.61,66.67,8.26,42.11,3.04,1.74,0.87,19.57,0.43,1.3,28.26,80.0,6.52,73.33,6.09,92.86,9.13,85.71,26.52,80.33,0.87,100.0,13.53,12.05,0.0,0.43,0.0,0.0,0.43,0.0,0.0,3.91,88.89,3.48,37.5,0.43,0.0,0.87,0.43,3.04,85.71,0.43
H. Moldovan,Sassuolo,Sassuolo,GK,26,2500000,2027-06-30,7,680,0,0.0,0,0.0,Romania,Romania,destro,189,82,si,0.66,0.0,0.0,0.4,33.33,0.0,0.0,0.0,0.66,0.88,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,100.0,0.0,0.0,0.0,11.25,0.26,0.26,17.21,83.85,9.4,71.83,0.0,0.0,6.35,97.92,12.18,94.57,5.03,57.89,28.77,43.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,33.33,0.0,0.0,0.13,0.0,0.0,0.0,4.5,61.76,0.0
S. Molina,Südtirol,Südtirol,"RB, RWB",32,400000,2025-06-30,13,1079,2,0.64,1,1.61,Italy,Italy,destro,177,74,no,7.26,6.01,69.44,3.17,39.47,0.17,0.21,0.08,2.92,3.71,0.75,0,0.0,0,0.0,2.67,0.17,2,0.17,0.05,0,0.0,7,0.58,28.57,28.571,0.08,2.75,18.18,0.42,20.0,2.34,17.86,0.33,3.17,63.16,6.34,48.68,1.25,1.67,0.0,24.94,1.75,0.92,36.03,77.08,10.26,68.29,7.42,94.38,11.59,78.42,29.61,85.63,4.09,46.94,19.11,33.15,0.13,0.92,0.0,0.0,0.08,0.0,0.5,3.92,72.34,2.75,39.39,0.25,0.0,0.83,0.58,6.59,63.29,0.5
G. Moncini,Brescia,Brescia,"CF, AMF",28,1100000,2026-06-30,5,154,2,0.98,0,0.0,Italy,Italy,destro,183,75,no,1.17,0.58,0.0,5.84,40.0,0.0,0.0,0.0,1.17,1.54,0.58,0,0.0,0,0.0,1.75,1.17,1,0.58,0.57,1,0.58,3,1.75,66.67,66.667,0.0,1.17,0.0,0.0,0.0,1.17,0.0,0.58,1.17,50.0,4.68,37.5,3.51,0.58,0.58,6.43,2.34,1.75,11.1,68.42,0.58,100.0,4.09,85.71,4.09,57.14,9.35,75.0,0.58,100.0,16.65,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.58,0.58,0.58,0.0,0.0
I. Monterisi,Frosinone,Frosinone,"CB, LCB, RCB",22,2800000,2027-06-30,12,1128,0,0.13,0,0.01,Italy,Italy,destro,190,82,no,8.54,5.27,63.64,5.98,61.33,0.56,0.72,0.64,4.63,5.96,1.44,2,0.16,0,0.0,0.16,0.0,0,0.0,0.01,0,0.0,1,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.16,100.0,1.36,70.59,0.16,0.32,0.0,27.37,0.24,1.2,44.68,85.36,19.71,74.09,2.87,91.67,19.39,95.06,37.58,91.51,7.02,53.41,21.77,36.93,0.0,0.08,0.0,0.0,0.0,0.0,0.0,5.11,50.0,0.72,44.44,0.16,50.0,0.16,0.0,7.66,61.46,2.47
S. Moreo,Pisa,Pisa,"AMF, RW, RWF",31,800000,2025-06-30,13,1010,0,3.32,1,0.6,Italy,Italy,destro,191,85,no,4.46,3.56,55.0,9.18,49.51,0.0,0.0,0.09,2.5,3.0,1.6,1,0.09,0,0.0,1.78,0.0,0,0.0,0.3,0,0.0,23,2.05,26.09,0.0,0.09,1.34,26.67,0.62,28.57,0.71,25.0,0.27,1.69,52.63,4.72,39.62,3.83,1.34,0.89,15.15,2.32,1.34,21.21,71.01,6.15,63.77,5.52,85.48,5.35,70.0,18.09,78.33,1.78,30.0,17.06,26.12,0.05,0.71,0.09,0.0,0.0,0.0,0.27,2.5,71.43,1.96,27.27,0.0,0.0,0.71,0.45,3.39,63.16,0.09
L. Moro,Sassuolo,Sassuolo,CF,23,1800000,2027-06-30,5,195,1,0.81,0,0.0,Italy,Italy,destro,189,77,no,5.08,3.23,85.71,7.38,31.25,0.0,0.0,0.46,2.31,2.68,1.38,0,0.0,0,0.0,0.92,0.46,0,0.0,0.37,0,0.0,2,0.92,50.0,50.0,0.0,0.46,0.0,0.0,0.0,0.46,0.0,0.0,0.92,50.0,8.31,22.22,1.38,0.0,0.0,11.54,1.38,1.85,19.38,85.71,2.77,83.33,9.23,95.0,3.23,71.43,18.0,89.74,0.92,50.0,15.5,4.71,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.92,50.0,0.92,100.0,0.0,0.0,0.46,0.0,0.92,0.0,0.0
N. Mosti,Juve Stabia,Juve Stabia,"RW, AMF, RWF",26,250000,2026-06-30,9,649,0,1.36,3,1.64,Italy,Italy,sinistro,177,74,no,5.27,6.8,59.18,1.53,18.18,0.0,0.0,0.0,1.25,1.93,2.08,0,0.0,0,0.0,2.91,0.0,0,0.0,0.19,0,0.0,13,1.8,23.08,0.0,0.42,2.22,37.5,1.25,33.33,0.97,42.86,0.14,1.8,69.23,7.21,44.23,2.08,1.39,0.83,20.66,1.11,2.08,28.01,80.2,8.32,65.0,5.96,97.67,9.29,80.6,23.85,86.63,2.22,50.0,19.83,38.71,0.23,1.8,0.0,0.14,0.69,60.0,0.55,4.44,71.88,2.5,50.0,0.69,40.0,0.97,0.69,4.85,80.0,0.14
T. Muharemović,Sassuolo,Sassuolo,LCB,21,1200000,2026-06-30,7,530,0,0.14,0,0.21,Slovenia,"Slovenia, Bosnia and Herzegovina",sinistro,187,79,si,9.34,4.75,82.14,5.09,53.33,0.0,0.0,0.85,5.43,6.76,0.51,0,0.0,0,0.0,0.51,0.0,0,0.0,0.02,0,0.0,3,0.51,33.33,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.34,100.0,0.85,80.0,0.17,0.17,0.0,31.08,0.51,0.34,46.53,87.23,19.53,78.26,1.87,100.0,19.7,93.1,41.43,93.44,4.92,37.93,20.95,32.95,0.04,0.34,0.0,0.17,0.0,0.0,0.17,5.77,61.76,1.19,28.57,1.19,14.29,0.34,0.0,7.64,73.33,0.68
S. Mulattieri,Sassuolo,Sassuolo,CF,24,4000000,2028-06-30,13,870,3,4.25,3,0.5,Italy,Italy,destro,183,77,no,4.24,2.9,71.43,5.48,22.64,0.31,0.39,0.1,1.86,2.34,1.66,2,0.21,0,0.0,2.07,0.31,3,0.31,0.44,0,0.0,25,2.59,40.0,12.0,0.31,0.41,25.0,0.0,0.0,0.41,25.0,0.0,1.76,52.94,10.55,22.55,3.93,1.55,0.83,12.62,1.66,0.52,17.17,86.75,2.38,73.91,4.76,86.96,5.38,88.46,16.55,88.75,0.21,50.0,14.69,5.72,0.05,0.93,0.0,0.1,0.0,0.0,0.62,1.66,87.5,0.1,100.0,0.0,0.0,0.83,0.1,1.24,66.67,0.1
Á. Nagy,Spezia,Spezia,"RCMF, DMF, LCMF",29,900000,2027-06-30,12,798,0,0.1,0,0.33,Hungary,Hungary,destro,178,70,no,9.47,6.09,59.26,2.82,36.0,0.34,0.49,0.0,5.53,8.03,0.9,3,0.34,0,0.0,1.13,0.0,0,0.0,0.01,0,0.0,1,0.11,100.0,0.0,0.0,0.9,75.0,0.0,0.0,0.79,85.71,0.11,0.56,60.0,2.03,38.89,0.56,1.13,0.0,22.78,0.0,0.68,38.68,83.67,15.0,75.94,5.98,92.45,10.94,87.63,34.62,86.64,3.38,56.67,17.22,31.28,0.04,0.45,0.0,0.11,0.0,0.0,0.34,7.11,73.02,1.69,40.0,0.23,0.0,0.34,0.79,8.8,82.05,0.34
M. Nasti,Cremonese,Cremonese,"CF, RWF",21,2500000,2028-06-30,9,476,2,2.16,1,0.29,Italy,Italy,destro,179,72,no,3.21,4.54,45.83,3.97,33.33,0.0,0.0,0.0,1.13,1.98,2.46,3,0.57,0,0.0,1.51,0.38,2,0.38,0.41,1,0.19,12,2.27,58.33,16.667,0.19,0.19,100.0,0.0,0.0,0.19,100.0,0.0,0.76,0.0,6.05,18.75,4.16,0.38,0.19,13.42,0.95,0.95,17.21,87.91,2.27,58.33,6.24,93.94,5.48,89.66,16.07,88.24,0.95,80.0,16.72,26.55,0.05,0.76,0.0,0.0,0.0,0.0,0.19,0.95,60.0,0.57,33.33,0.0,0.0,0.76,0.19,1.51,75.0,0.0
I. Nedelcearu,Palermo,Palermo,RCB,28,1000000,2025-06-30,7,583,0,0.23,0,0.0,Romania,Romania,destro,190,80,no,6.17,5.56,69.44,4.17,55.56,0.0,0.0,0.46,2.32,3.31,1.39,0,0.0,0,0.0,0.46,0.0,0,0.0,0.04,0,0.0,2,0.31,0.0,0.0,0.0,0.15,100.0,0.0,0.0,0.15,100.0,0.0,0.62,50.0,1.23,62.5,0.62,1.08,0.15,33.04,0.15,0.62,48.32,88.18,17.91,77.59,2.93,84.21,22.54,97.26,42.45,91.64,5.71,62.16,22.86,41.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,69.57,0.46,66.67,0.15,100.0,0.15,0.15,8.18,77.36,1.39
D. Nikolaou,Palermo,Palermo,LCB,26,2000000,2028-06-30,13,1243,0,0.0,0,0.13,Greece,Greece,sinistro,188,82,no,7.82,5.36,67.57,2.24,64.52,0.07,0.09,0.43,4.13,5.41,1.16,0,0.0,0,0.0,0.07,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.07,100.0,0.94,61.54,0.36,0.29,0.07,32.37,0.0,0.58,49.24,89.12,18.61,77.04,2.75,94.74,24.33,97.32,43.15,94.13,6.01,54.22,21.11,37.58,0.01,0.14,0.0,0.0,0.0,0.0,0.0,5.43,64.0,0.29,50.0,0.22,66.67,0.22,0.0,7.02,75.26,1.59
